,"activity, %"
ARHGAP22,92
Actin_BR,27
Actin_ST,71
Arp2_3,27
CP,27
Cdc42,49
Cofilin,22
Coronin,8
Cortactin,0
Dia1,73
Dia2,100
Ena_Vasp,0
IRSp53_Cdc42,49
IRSp53_Rac1,0
LIMK,92
NET1,51
PAK,49
PIP2,49
PKD,92
Profilin,96
ROCK,92
ROS,0
Rac1,0
RhoA,100
SSH,8
Thymosin,45
WASP,53
WAVE,0
