,"activity, %"
Actin_BR,74
Actin_ST,100
Arp2_3,74
CP,49
Cdc42,48
Cofilin,87
Coronin,54
Cortactin,50
Dia1,26
Dia2,100
Ena_Vasp,100
IRSp53_Cdc42,48
IRSp53_Rac1,50
LIMK,0
PAK,74
PIP2,51
PKD,46
Profilin,100
ROCK,46
Rac1,50
RhoA,50
SSH,54
Thymosin,0
UPSTREAM,50
WASP,100
WAVE,100
