,"activity, %"
ARHGAP22,32
Actin_BR,45
Actin_ST,62
Arp2_3,45
CP,50
Cdc42,49
Cofilin,49
Coronin,58
Cortactin,45
Dia1,16
Dia2,80
Ena_Vasp,95
IRSp53_Cdc42,49
IRSp53_Rac1,45
LIMK,42
NET1,38
PAK,62
PIP2,50
PKD,32
Profilin,68
ROCK,32
ROS,0
Rac1,45
RhoA,38
SSH,58
Thymosin,30
WASP,67
WAVE,0
