,"activity, %"
ARHGAP22,77
Actin_BR,37
Actin_ST,59
Arp2_3,37
CP,37
Cdc42,51
Cofilin,29
Coronin,17
Cortactin,0
Dia1,60
Dia2,96
Ena_Vasp,0
IRSp53_Cdc42,51
IRSp53_Rac1,20
LIMK,82
NET1,45
PAK,54
PIP2,48
PKD,77
Profilin,93
ROCK,77
ROS,20
Rac1,20
RhoA,80
SSH,17
Thymosin,45
WASP,53
WAVE,26
