,"activity, %"
ARHGAP22,0
Actin_BR,59
Actin_ST,48
Arp2_3,59
CP,31
Cdc42,48
Cofilin,74
Coronin,82
Cortactin,59
Dia1,0
Dia2,48
Ena_Vasp,81
IRSp53_Cdc42,48
IRSp53_Rac1,59
LIMK,0
NET1,38
PAK,62
PIP2,50
PKD,0
Profilin,79
ROCK,0
ROS,59
Rac1,59
RhoA,0
SSH,82
Thymosin,16
WASP,78
WAVE,69
