,"activity, %"
ARHGAP22,93
Actin_BR,42
Actin_ST,43
Arp2_3,42
CP,100
Cdc42,50
Cofilin,44
Coronin,7
Cortactin,5
Dia1,0
Dia2,100
Ena_Vasp,99
IRSp53_Cdc42,50
IRSp53_Rac1,5
LIMK,93
NET1,48
PAK,52
PIP2,0
PKD,93
Profilin,43
ROCK,93
ROS,0
Rac1,5
RhoA,100
SSH,7
Thymosin,56
WASP,43
WAVE,6
