,"activity, %"
ARHGAP22,75
Actin_BR,19
Actin_ST,45
Arp2_3,19
CP,52
Cdc42,0
Cofilin,12
Coronin,14
Cortactin,19
Dia1,33
Dia2,89
Ena_Vasp,95
IRSp53_Cdc42,0
IRSp53_Rac1,19
LIMK,86
NET1,0
PAK,19
PIP2,49
PKD,75
Profilin,48
ROCK,75
ROS,19
Rac1,19
RhoA,81
SSH,14
Thymosin,59
WASP,39
WAVE,33
