,"activity, %"
Actin_BR,76
Actin_ST,100
Arp2_3,76
CP,50
Cdc42,52
Cofilin,25
Coronin,0
Cortactin,50
Dia1,25
Dia2,100
Ena_Vasp,100
IRSp53_Cdc42,52
IRSp53_Rac1,50
LIMK,100
PAK,76
PIP2,50
PKD,50
Profilin,100
ROCK,50
Rac1,50
RhoA,50
SSH,0
Thymosin,0
UPSTREAM,50
WASP,100
WAVE,100
