,"activity, %"
ARHGAP22,0
Actin_BR,62
Actin_ST,71
Arp2_3,62
CP,53
Cdc42,51
Cofilin,76
Coronin,84
Cortactin,62
Dia1,0
Dia2,62
Ena_Vasp,84
IRSp53_Cdc42,51
IRSp53_Rac1,62
LIMK,2
NET1,35
PAK,65
PIP2,47
PKD,0
Profilin,79
ROCK,0
ROS,62
Rac1,62
RhoA,0
SSH,84
Thymosin,14
WASP,81
WAVE,73
