,"activity, %"
Actin_BR,49
Actin_ST,46
Arp2_3,49
CP,100
Cdc42,50
Cofilin,44
Coronin,21
Cortactin,31
Dia1,0
Dia2,87
Ena_Vasp,97
IRSp53,0
LIMK,79
PAK,99
PIP2,0
PKD,69
Profilin,53
ROCK,69
ROCK_,69
Rac1,31
RhoA,71
SSH,21
Thymosin,51
WASP,49
WAVE,31
