,"activity, %"
ARHGAP22,0
Actin_BR,70
Actin_ST,77
Arp2_3,70
CP,48
Cdc42,50
Cofilin,83
Coronin,93
Cortactin,70
Dia1,0
Dia2,70
Ena_Vasp,90
IRSp53_Cdc42,50
IRSp53_Rac1,70
LIMK,1
NET1,28
PAK,72
PIP2,52
PKD,0
Profilin,87
ROCK,0
ROS,70
Rac1,70
RhoA,0
SSH,93
Thymosin,9
WASP,86
WAVE,83
