,"activity, %"
ARHGAP22,23
Actin_BR,65
Actin_ST,73
Arp2_3,65
CP,61
Cdc42,52
Cofilin,50
Coronin,0
Cortactin,65
Dia1,10
Dia2,86
Ena_Vasp,84
IRSp53_Cdc42,0
IRSp53_Rac1,65
LIMK,40
NET1,34
PAK,66
PIP2,51
PKD,23
Profilin,78
ROCK,23
ROS,65
Rac1,65
RhoA,23
SSH,56
Thymosin,30
WASP,67
WAVE,76
