,"activity, %"
ARHGAP22,88
Actin_BR,6
Actin_ST,92
Arp2_3,6
CP,6
Cdc42,51
Cofilin,8
Coronin,12
Cortactin,8
Dia1,91
Dia2,97
Ena_Vasp,0
IRSp53_Cdc42,51
IRSp53_Rac1,8
LIMK,88
NET1,45
PAK,55
PIP2,50
PKD,88
Profilin,99
ROCK,88
ROS,8
Rac1,8
RhoA,93
SSH,12
Thymosin,92
WASP,0
WAVE,11
