,"activity, %"
ARHGAP22,90
Actin_BR,36
Actin_ST,0
Arp2_3,36
CP,50
Cdc42,49
Cofilin,26
Coronin,10
Cortactin,0
Dia1,50
Dia2,100
Ena_Vasp,97
IRSp53_Cdc42,49
IRSp53_Rac1,0
LIMK,90
NET1,51
PAK,49
PIP2,50
PKD,90
Profilin,0
ROCK,90
ROS,0
Rac1,0
RhoA,100
SSH,10
Thymosin,44
WASP,53
WAVE,0
