,"activity, %"
ARHGAP22,93
Actin_BR,0
Actin_ST,63
Arp2_3,0
CP,49
Cdc42,53
Cofilin,4
Coronin,7
Cortactin,4
Dia1,51
Dia2,100
Ena_Vasp,98
IRSp53_Cdc42,53
IRSp53_Rac1,4
LIMK,93
NET1,45
PAK,55
PIP2,51
PKD,93
Profilin,63
ROCK,93
ROS,0
Rac1,4
RhoA,100
SSH,7
Thymosin,47
WASP,51
WAVE,4
