,"activity, %"
ARHGAP22,76
Actin_BR,44
Actin_ST,0
Arp2_3,44
CP,25
Cdc42,51
Cofilin,32
Coronin,21
Cortactin,21
Dia1,0
Dia2,98
Ena_Vasp,99
IRSp53_Cdc42,51
IRSp53_Rac1,22
LIMK,79
NET1,45
PAK,55
PIP2,48
PKD,76
Profilin,0
ROCK,76
ROS,22
Rac1,22
RhoA,81
SSH,21
Thymosin,40
WASP,59
WAVE,28
