,"activity, %"
ARHGAP22,85
Actin_BR,40
Actin_ST,75
Arp2_3,40
CP,22
Cdc42,51
Cofilin,19
Coronin,0
Cortactin,15
Dia1,70
Dia2,0
Ena_Vasp,100
IRSp53_Cdc42,51
IRSp53_Rac1,15
LIMK,95
NET1,48
PAK,52
PIP2,47
PKD,85
Profilin,96
ROCK,85
ROS,15
Rac1,15
RhoA,85
SSH,5
Thymosin,47
WASP,53
WAVE,25
