,"activity, %"
Actin_BR,0
Actin_ST,97
Arp2_3,0
CP,49
Cdc42,50
Cofilin,0
Coronin,0
Cortactin,50
Dia1,26
Dia2,100
Ena_Vasp,91
IRSp53_Cdc42,50
IRSp53_Rac1,50
LIMK,50
PAK,75
PIP2,51
PKD,50
Profilin,97
ROCK,50
Rac1,50
RhoA,50
SSH,50
Thymosin,32
UPSTREAM,50
WASP,68
WAVE,100
