,"activity, %"
ARHGAP22,21
Actin_BR,27
Actin_ST,36
Arp2_3,27
CP,20
Cdc42,48
Cofilin,37
Coronin,50
Cortactin,28
Dia1,25
Dia2,73
Ena_Vasp,69
IRSp53_Cdc42,48
IRSp53_Rac1,28
LIMK,0
NET1,37
PAK,63
PIP2,49
PKD,21
Profilin,58
ROCK,21
ROS,28
Rac1,28
RhoA,25
SSH,50
Thymosin,63
WASP,0
WAVE,49
