,"activity, %"
ARHGAP22,0
Actin_BR,53
Actin_ST,59
Arp2_3,53
CP,50
Cdc42,50
Cofilin,75
Coronin,80
Cortactin,0
Dia1,0
Dia2,53
Ena_Vasp,74
IRSp53_Cdc42,50
IRSp53_Rac1,53
LIMK,2
NET1,40
PAK,60
PIP2,50
PKD,0
Profilin,68
ROCK,0
ROS,53
Rac1,53
RhoA,0
SSH,80
Thymosin,21
WASP,69
WAVE,61
