,"activity, %"
Actin_BR,75
Actin_ST,96
Arp2_3,75
CP,0
Cdc42,51
Cofilin,70
Coronin,82
Cortactin,71
Dia1,29
Dia2,96
Ena_Vasp,90
IRSp53,84
LIMK,18
PAK,84
PIP2,51
PKD,0
Profilin,96
ROCK,29
ROCK_,29
Rac1,71
RhoA,29
SSH,82
Thymosin,19
WASP,79
WAVE,71
