,"activity, %"
Actin_BR,0
Actin_ST,97
Arp2_3,0
CP,51
Cdc42,51
Cofilin,0
Coronin,0
Cortactin,50
Dia1,25
Dia2,100
Ena_Vasp,89
IRSp53_Cdc42,51
IRSp53_Rac1,50
LIMK,100
PAK,0
PIP2,49
PKD,50
Profilin,97
ROCK,50
Rac1,50
RhoA,50
SSH,0
Thymosin,35
UPSTREAM,50
WASP,65
WAVE,100
