,"activity, %"
ARHGAP22,16
Actin_BR,69
Actin_ST,17
Arp2_3,69
CP,69
Cdc42,52
Cofilin,69
Coronin,68
Cortactin,69
Dia1,18
Dia2,70
Ena_Vasp,0
IRSp53_Cdc42,52
IRSp53_Rac1,69
LIMK,29
NET1,31
PAK,69
PIP2,51
PKD,16
Profilin,94
ROCK,16
ROS,69
Rac1,69
RhoA,18
SSH,68
Thymosin,0
WASP,91
WAVE,82
