,"activity, %"
ARHGAP22,24
Actin_BR,59
Actin_ST,14
Arp2_3,59
CP,59
Cdc42,51
Cofilin,61
Coronin,65
Cortactin,59
Dia1,0
Dia2,79
Ena_Vasp,0
IRSp53_Cdc42,51
IRSp53_Rac1,59
LIMK,35
NET1,37
PAK,63
PIP2,50
PKD,24
Profilin,78
ROCK,24
ROS,59
Rac1,59
RhoA,28
SSH,65
Thymosin,23
WASP,74
WAVE,68
