,"activity, %"
ARHGAP22,71
Actin_BR,45
Actin_ST,93
Arp2_3,45
CP,0
Cdc42,50
Cofilin,28
Coronin,20
Cortactin,27
Dia1,73
Dia2,92
Ena_Vasp,96
IRSp53_Cdc42,0
IRSp53_Rac1,28
LIMK,80
NET1,44
PAK,56
PIP2,51
PKD,71
Profilin,93
ROCK,71
ROS,28
Rac1,28
RhoA,73
SSH,20
Thymosin,42
WASP,58
WAVE,37
