,"activity, %"
Actin_BR,79
Actin_ST,40
Arp2_3,79
CP,50
Cdc42,50
Cofilin,66
Coronin,88
Cortactin,92
Dia1,3
Dia2,0
Ena_Vasp,95
IRSp53,79
LIMK,6
PAK,85
PIP2,50
PKD,6
Profilin,83
ROCK,6
Rac1,75
RhoA,8
SSH,88
Thymosin,23
WASP,77
WAVE,75
