,"activity, %"
ARHGAP22,0
Actin_BR,93
Actin_ST,54
Arp2_3,93
CP,46
Cdc42,50
Cofilin,85
Coronin,81
Cortactin,92
Dia1,9
Dia2,64
Ena_Vasp,100
IRSp53_Cdc42,50
IRSp53_Rac1,93
LIMK,19
NET1,7
PAK,93
PIP2,49
PKD,13
Profilin,100
ROCK,13
ROS,93
Rac1,93
RhoA,15
SSH,81
Thymosin,0
WASP,100
WAVE,100
