,"activity, %"
ARHGAP22,22
Actin_BR,62
Actin_ST,76
Arp2_3,62
CP,50
Cdc42,49
Cofilin,65
Coronin,62
Cortactin,62
Dia1,12
Dia2,85
Ena_Vasp,93
IRSp53_Cdc42,0
IRSp53_Rac1,62
LIMK,0
NET1,36
PAK,64
PIP2,51
PKD,22
Profilin,82
ROCK,22
ROS,62
Rac1,62
RhoA,25
SSH,62
Thymosin,17
WASP,79
WAVE,73
