,"activity, %"
ARHGAP22,29
Actin_BR,72
Actin_ST,64
Arp2_3,72
CP,36
Cdc42,48
Cofilin,79
Coronin,83
Cortactin,68
Dia1,31
Dia2,77
Ena_Vasp,88
IRSp53_Cdc42,48
IRSp53_Rac1,68
LIMK,17
NET1,26
PAK,74
PIP2,49
PKD,0
Profilin,100
ROCK,29
ROS,68
Rac1,68
RhoA,34
SSH,83
Thymosin,0
WASP,88
WAVE,71
