,"activity, %"
ARHGAP22,72
Actin_BR,51
Actin_ST,68
Arp2_3,51
CP,30
Cdc42,54
Cofilin,46
Coronin,20
Cortactin,26
Dia1,57
Dia2,96
Ena_Vasp,97
IRSp53_Cdc42,0
IRSp53_Rac1,27
LIMK,0
NET1,41
PAK,59
PIP2,49
PKD,72
Profilin,98
ROCK,72
ROS,27
Rac1,27
RhoA,74
SSH,20
Thymosin,37
WASP,63
WAVE,37
