,"activity, %"
ARHGAP22,27
Actin_BR,0
Actin_ST,34
Arp2_3,0
CP,50
Cdc42,47
Cofilin,38
Coronin,58
Cortactin,6
Dia1,12
Dia2,41
Ena_Vasp,62
IRSp53_Cdc42,47
IRSp53_Rac1,6
LIMK,35
NET1,42
PAK,53
PIP2,45
PKD,0
Profilin,44
ROCK,27
ROS,6
Rac1,6
RhoA,39
SSH,58
Thymosin,32
WASP,48
WAVE,9
