,"activity, %"
ARHGAP22,0
Actin_BR,81
Actin_ST,51
Arp2_3,81
CP,42
Cdc42,51
Cofilin,87
Coronin,100
Cortactin,82
Dia1,11
Dia2,68
Ena_Vasp,93
IRSp53_Cdc42,51
IRSp53_Rac1,82
LIMK,0
NET1,0
PAK,83
PIP2,49
PKD,0
Profilin,95
ROCK,0
ROS,82
Rac1,82
RhoA,18
SSH,100
Thymosin,8
WASP,88
WAVE,95
