,"activity, %"
Actin_BR,53
Actin_ST,69
Arp2_3,53
CP,49
Cdc42,48
Cofilin,76
Coronin,90
Cortactin,53
Dia1,0
Dia2,53
Ena_Vasp,89
IRSp53,69
LIMK,2
PAK,69
PIP2,51
PKD,0
Profilin,85
ROCK,0
ROCK_,0
Rac1,53
RhoA,0
SSH,90
Thymosin,9
WASP,86
WAVE,53
