,"activity, %"
Actin_BR,0
Actin_ST,57
Arp2_3,0
CP,51
Cdc42,50
Cofilin,9
Coronin,16
Cortactin,14
Dia1,35
Dia2,90
Ena_Vasp,91
IRSp53,50
LIMK,84
NET1,0
PAK,0
PIP2,49
PKD,75
Profilin,58
ROCK,75
ROCK_,75
ROS,14
Rac1,14
RhoA,86
SSH,16
Thymosin,46
WASP,49
WAVE,14
