,"activity, %"
ARHGAP22,26
Actin_BR,43
Actin_ST,58
Arp2_3,43
CP,54
Cdc42,47
Cofilin,51
Coronin,59
Cortactin,43
Dia1,11
Dia2,72
Ena_Vasp,87
IRSp53_Cdc42,0
IRSp53_Rac1,43
LIMK,39
NET1,41
PAK,59
PIP2,47
PKD,26
Profilin,66
ROCK,26
ROS,43
Rac1,43
RhoA,31
SSH,59
Thymosin,29
WASP,67
WAVE,0
