,"activity, %"
ARHGAP22,30
Actin_BR,38
Actin_ST,68
Arp2_3,38
CP,19
Cdc42,0
Cofilin,39
Coronin,36
Cortactin,38
Dia1,34
Dia2,34
Ena_Vasp,94
IRSp53_Cdc42,0
IRSp53_Rac1,38
LIMK,60
NET1,62
PAK,38
PIP2,49
PKD,30
Profilin,87
ROCK,30
ROS,38
Rac1,38
RhoA,34
SSH,36
Thymosin,0
WASP,82
WAVE,66
