,"activity, %"
ARHGAP22,85
Actin_BR,43
Actin_ST,0
Arp2_3,43
CP,50
Cdc42,50
Cofilin,18
Coronin,0
Cortactin,15
Dia1,41
Dia2,91
Ena_Vasp,100
IRSp53_Cdc42,50
IRSp53_Rac1,15
LIMK,95
NET1,50
PAK,50
PIP2,50
PKD,85
Profilin,0
ROCK,85
ROS,15
Rac1,15
RhoA,85
SSH,5
Thymosin,47
WASP,53
WAVE,25
