,"activity, %"
Actin_BR,64
Actin_ST,0
Arp2_3,64
CP,49
Cdc42,50
Cofilin,28
Coronin,22
Cortactin,31
Dia1,36
Dia2,0
Ena_Vasp,100
IRSp53,58
LIMK,78
PAK,99
PIP2,51
PKD,69
Profilin,0
ROCK,69
ROCK_,69
Rac1,31
RhoA,70
SSH,22
Thymosin,42
WASP,58
WAVE,31
