,"activity, %"
Actin_BR,36
Actin_ST,53
Arp2_3,36
CP,48
Cdc42,0
Cofilin,68
Coronin,83
Cortactin,36
Dia1,0
Dia2,36
Ena_Vasp,74
IRSp53,36
LIMK,0
PAK,36
PIP2,52
PKD,0
Profilin,71
ROCK,0
ROCK_,0
Rac1,36
RhoA,0
SSH,83
Thymosin,16
WASP,74
WAVE,36
