,"activity, %"
ARHGAP22,35
Actin_BR,43
Actin_ST,72
Arp2_3,43
CP,52
Cdc42,49
Cofilin,67
Coronin,79
Cortactin,39
Dia1,19
Dia2,93
Ena_Vasp,73
IRSp53_Cdc42,49
IRSp53_Rac1,0
LIMK,21
NET1,35
PAK,65
PIP2,50
PKD,0
Profilin,75
ROCK,35
ROS,39
Rac1,39
RhoA,63
SSH,79
Thymosin,21
WASP,68
WAVE,39
