,"activity, %"
Actin_BR,41
Actin_ST,46
Arp2_3,41
CP,100
Cdc42,50
Cofilin,0
Coronin,21
Cortactin,29
Dia1,0
Dia2,87
Ena_Vasp,99
IRSp53,58
LIMK,79
PAK,99
PIP2,0
PKD,69
Profilin,46
ROCK,69
ROCK_,69
Rac1,29
RhoA,72
SSH,21
Thymosin,64
WASP,36
WAVE,29
