,"activity, %"
ARHGAP22,81
Actin_BR,35
Actin_ST,41
Arp2_3,35
CP,51
Cdc42,51
Cofilin,0
Coronin,16
Cortactin,14
Dia1,0
Dia2,96
Ena_Vasp,97
IRSp53_Cdc42,51
IRSp53_Rac1,14
LIMK,84
NET1,46
PAK,54
PIP2,49
PKD,81
Profilin,41
ROCK,81
ROS,14
Rac1,14
RhoA,88
SSH,16
Thymosin,52
WASP,48
WAVE,20
