,"activity, %"
ARHGAP22,0
Actin_BR,63
Actin_ST,50
Arp2_3,63
CP,32
Cdc42,51
Cofilin,78
Coronin,87
Cortactin,63
Dia1,0
Dia2,51
Ena_Vasp,85
IRSp53_Cdc42,51
IRSp53_Rac1,63
LIMK,2
NET1,33
PAK,67
PIP2,51
PKD,0
Profilin,82
ROCK,0
ROS,63
Rac1,63
RhoA,0
SSH,87
Thymosin,14
WASP,81
WAVE,74
