,"activity, %"
ARHGAP22,79
Actin_BR,34
Actin_ST,59
Arp2_3,34
CP,50
Cdc42,50
Cofilin,0
Coronin,14
Cortactin,17
Dia1,39
Dia2,93
Ena_Vasp,97
IRSp53_Cdc42,50
IRSp53_Rac1,0
LIMK,86
NET1,46
PAK,54
PIP2,51
PKD,79
Profilin,59
ROCK,79
ROS,17
Rac1,17
RhoA,84
SSH,14
Thymosin,52
WASP,48
WAVE,17
