,"activity, %"
ARHGAP22,21
Actin_BR,26
Actin_ST,34
Arp2_3,26
CP,18
Cdc42,50
Cofilin,33
Coronin,50
Cortactin,26
Dia1,24
Dia2,74
Ena_Vasp,70
IRSp53_Cdc42,50
IRSp53_Rac1,0
LIMK,47
NET1,37
PAK,63
PIP2,50
PKD,21
Profilin,46
ROCK,21
ROS,26
Rac1,26
RhoA,24
SSH,50
Thymosin,67
WASP,0
WAVE,26
