,"activity, %"
Actin_BR,74
Actin_ST,78
Arp2_3,74
CP,87
Cdc42,50
Cofilin,17
Coronin,0
Cortactin,50
Dia1,0
Dia2,100
Ena_Vasp,0
IRSp53_Cdc42,50
IRSp53_Rac1,50
LIMK,100
PAK,75
PIP2,53
PKD,50
Profilin,95
ROCK,50
Rac1,50
RhoA,50
SSH,0
Thymosin,34
UPSTREAM,50
WASP,66
WAVE,100
