,"activity, %"
ARHGAP22,0
Actin_BR,61
Actin_ST,69
Arp2_3,61
CP,52
Cdc42,49
Cofilin,76
Coronin,83
Cortactin,61
Dia1,0
Dia2,61
Ena_Vasp,80
IRSp53_Cdc42,0
IRSp53_Rac1,61
LIMK,2
NET1,36
PAK,64
PIP2,49
PKD,0
Profilin,78
ROCK,0
ROS,61
Rac1,61
RhoA,0
SSH,83
Thymosin,15
WASP,80
WAVE,71
