,"activity, %"
Actin_BR,99
Actin_ST,99
Arp2_3,99
CP,50
Cdc42,48
Cofilin,100
Coronin,100
Cortactin,99
Dia1,0
Dia2,99
Ena_Vasp,100
IRSp53,100
LIMK,0
PAK,100
PIP2,50
PKD,0
Profilin,100
ROCK,0
ROCK_,0
Rac1,99
RhoA,1
SSH,100
Thymosin,0
WASP,100
WAVE,99
