,"activity, %"
ARHGAP22,76
Actin_BR,40
Actin_ST,64
Arp2_3,40
CP,50
Cdc42,51
Cofilin,29
Coronin,17
Cortactin,20
Dia1,40
Dia2,92
Ena_Vasp,97
IRSp53_Cdc42,0
IRSp53_Rac1,0
LIMK,83
NET1,44
PAK,56
PIP2,51
PKD,76
Profilin,67
ROCK,76
ROS,20
Rac1,20
RhoA,81
SSH,17
Thymosin,41
WASP,58
WAVE,20
