,"activity, %"
ARHGAP22,29
Actin_BR,23
Actin_ST,13
Arp2_3,23
CP,56
Cdc42,50
Cofilin,33
Coronin,48
Cortactin,23
Dia1,0
Dia2,56
Ena_Vasp,79
IRSp53_Cdc42,50
IRSp53_Rac1,23
LIMK,52
NET1,41
PAK,59
PIP2,49
PKD,29
Profilin,28
ROCK,29
ROS,23
Rac1,23
RhoA,33
SSH,48
Thymosin,67
WASP,0
WAVE,41
