,"activity, %"
Actin_BR,45
Actin_ST,39
Arp2_3,45
CP,100
Cdc42,51
Cofilin,41
Coronin,18
Cortactin,26
Dia1,0
Dia2,88
Ena_Vasp,100
IRSp53,56
LIMK,82
PAK,100
PIP2,0
PKD,73
Profilin,44
ROCK,73
ROCK_,73
Rac1,26
RhoA,74
SSH,18
Thymosin,56
WASP,44
WAVE,0
