,"activity, %"
ARHGAP22,92
Actin_BR,0
Actin_ST,100
Arp2_3,0
CP,0
Cdc42,50
Cofilin,4
Coronin,8
Cortactin,8
Dia1,100
Dia2,0
Ena_Vasp,99
IRSp53_Cdc42,50
IRSp53_Rac1,8
LIMK,92
NET1,100
PAK,0
PIP2,49
PKD,92
Profilin,100
ROCK,92
ROS,8
Rac1,8
RhoA,100
SSH,8
Thymosin,49
WASP,51
WAVE,8
