,"activity, %"
ARHGAP22,25
Actin_BR,59
Actin_ST,72
Arp2_3,59
CP,0
Cdc42,50
Cofilin,61
Coronin,64
Cortactin,59
Dia1,0
Dia2,87
Ena_Vasp,94
IRSp53_Cdc42,50
IRSp53_Rac1,59
LIMK,36
NET1,38
PAK,62
PIP2,46
PKD,25
Profilin,73
ROCK,25
ROS,59
Rac1,59
RhoA,29
SSH,64
Thymosin,24
WASP,73
WAVE,68
