,"activity, %"
ARHGAP22,34
Actin_BR,0
Actin_ST,60
Arp2_3,0
CP,52
Cdc42,49
Cofilin,45
Coronin,79
Cortactin,24
Dia1,25
Dia2,88
Ena_Vasp,63
IRSp53_Cdc42,49
IRSp53_Rac1,24
LIMK,21
NET1,100
PAK,0
PIP2,48
PKD,0
Profilin,62
ROCK,34
ROS,24
Rac1,24
RhoA,76
SSH,79
Thymosin,33
WASP,51
WAVE,33
