,"activity, %"
ARHGAP22,19
Actin_BR,64
Actin_ST,19
Arp2_3,64
CP,64
Cdc42,50
Cofilin,66
Coronin,62
Cortactin,64
Dia1,21
Dia2,71
Ena_Vasp,0
IRSp53_Cdc42,50
IRSp53_Rac1,64
LIMK,0
NET1,34
PAK,66
PIP2,51
PKD,19
Profilin,90
ROCK,19
ROS,64
Rac1,64
RhoA,21
SSH,62
Thymosin,16
WASP,79
WAVE,77
