,"activity, %"
ARHGAP22,85
Actin_BR,0
Actin_ST,39
Arp2_3,0
CP,100
Cdc42,50
Cofilin,15
Coronin,15
Cortactin,0
Dia1,0
Dia2,100
Ena_Vasp,92
IRSp53_Cdc42,50
IRSp53_Rac1,0
LIMK,85
NET1,100
PAK,0
PIP2,0
PKD,85
Profilin,39
ROCK,85
ROS,0
Rac1,0
RhoA,100
SSH,15
Thymosin,53
WASP,39
WAVE,0
