,"activity, %"
ARHGAP22,0
Actin_BR,78
Actin_ST,51
Arp2_3,78
CP,43
Cdc42,50
Cofilin,82
Coronin,100
Cortactin,81
Dia1,17
Dia2,68
Ena_Vasp,92
IRSp53_Cdc42,50
IRSp53_Rac1,0
LIMK,0
NET1,10
PAK,90
PIP2,49
PKD,0
Profilin,99
ROCK,0
ROS,81
Rac1,81
RhoA,28
SSH,100
Thymosin,14
WASP,86
WAVE,81
