,"activity, %"
ARHGAP22,93
Actin_BR,0
Actin_ST,65
Arp2_3,0
CP,48
Cdc42,49
Cofilin,6
Coronin,7
Cortactin,0
Dia1,52
Dia2,100
Ena_Vasp,97
IRSp53_Cdc42,49
IRSp53_Rac1,0
LIMK,93
NET1,100
PAK,0
PIP2,52
PKD,93
Profilin,65
ROCK,93
ROS,0
Rac1,0
RhoA,100
SSH,7
Thymosin,45
WASP,53
WAVE,0
