,"activity, %"
ARHGAP22,26
Actin_BR,69
Actin_ST,25
Arp2_3,69
CP,69
Cdc42,49
Cofilin,69
Coronin,65
Cortactin,67
Dia1,30
Dia2,79
Ena_Vasp,93
IRSp53_Cdc42,49
IRSp53_Rac1,69
LIMK,35
NET1,30
PAK,70
PIP2,0
PKD,26
Profilin,95
ROCK,26
ROS,0
Rac1,69
RhoA,30
SSH,65
Thymosin,25
WASP,71
WAVE,82
