,"activity, %"
ARHGAP22,77
Actin_BR,37
Actin_ST,60
Arp2_3,37
CP,52
Cdc42,49
Cofilin,0
Coronin,17
Cortactin,19
Dia1,37
Dia2,93
Ena_Vasp,92
IRSp53_Cdc42,0
IRSp53_Rac1,19
LIMK,83
NET1,47
PAK,53
PIP2,50
PKD,77
Profilin,61
ROCK,77
ROS,19
Rac1,19
RhoA,82
SSH,17
Thymosin,52
WASP,48
WAVE,28
