,"activity, %"
ARHGAP22,0
Actin_BR,61
Actin_ST,10
Arp2_3,61
CP,61
Cdc42,50
Cofilin,82
Coronin,83
Cortactin,61
Dia1,0
Dia2,50
Ena_Vasp,74
IRSp53_Cdc42,50
IRSp53_Rac1,61
LIMK,2
NET1,36
PAK,64
PIP2,0
PKD,0
Profilin,71
ROCK,0
ROS,61
Rac1,61
RhoA,0
SSH,83
Thymosin,18
WASP,71
WAVE,71
