,"activity, %"
ARHGAP22,92
Actin_BR,0
Actin_ST,100
Arp2_3,0
CP,0
Cdc42,0
Cofilin,7
Coronin,8
Cortactin,0
Dia1,100
Dia2,100
Ena_Vasp,95
IRSp53_Cdc42,0
IRSp53_Rac1,0
LIMK,92
NET1,100
PAK,0
PIP2,51
PKD,92
Profilin,100
ROCK,92
ROS,0
Rac1,0
RhoA,100
SSH,8
Thymosin,62
WASP,34
WAVE,0
