,"activity, %"
ARHGAP22,0
Actin_BR,81
Actin_ST,58
Arp2_3,81
CP,39
Cdc42,49
Cofilin,95
Coronin,100
Cortactin,81
Dia1,7
Dia2,56
Ena_Vasp,96
IRSp53_Cdc42,49
IRSp53_Rac1,81
LIMK,0
NET1,19
PAK,81
PIP2,51
PKD,0
Profilin,96
ROCK,0
ROS,81
Rac1,81
RhoA,7
SSH,100
Thymosin,0
WASP,96
WAVE,93
