,"activity, %"
ARHGAP22,82
Actin_BR,0
Actin_ST,89
Arp2_3,0
CP,0
Cdc42,51
Cofilin,3
Coronin,8
Cortactin,15
Dia1,86
Dia2,98
Ena_Vasp,96
IRSp53_Cdc42,51
IRSp53_Rac1,15
LIMK,92
NET1,47
PAK,53
PIP2,50
PKD,82
Profilin,91
ROCK,82
ROS,15
Rac1,15
RhoA,86
SSH,8
Thymosin,97
WASP,0
WAVE,27
